name,cgpa
ici,6.820000
icy,9.040000
ice,8.840000
ick,8.190000
icl,5.340000
icm,8.150000
icp,9.620000
icu,7.550000
icv,9.840000
icx,8.920000
ico,7.440000
icr,8.190000
icz,9.570000
hym,8.400000
iay,8.570000
ibp,5.850000
ibu,9.760000
ibd,9.920000
ibm,5.980000
ibn,5.840000
ibq,7.720000
ibs,5.340000
ibt,6.350000
hzo,6.950000
hzs,9.020000
hzu,6.840000
hzx,8.000000
hzz,8.120000
iab,8.640000
iag,8.460000
ian,5.210000
hzr,8.550000
hzt,6.050000
hzw,7.100000
iaa,5.290000
iaf,9.990000
iai,9.570000
iak,5.230000
hyj,6.020000
hwd,8.140000
hzf,6.280000
hzj,8.950000
hyn,5.460000
hyu,9.790000
hxd,7.920000
hxg,6.350000
hxj,8.010000
hxn,9.720000
hxw,9.730000
hxo,8.370000
hxr,9.180000
hxu,6.950000
hyf,5.900000
hxz,9.760000
hyg,7.100000
hyb,8.800000
hye,8.120000
hwj,6.810000
hwo,7.040000
hwy,6.150000
hvz,6.800000
hwi,6.830000
hwk,5.120000
hwn,7.630000
hxc,5.930000
hwb,7.240000
hwe,9.820000
hwm,7.340000
hwp,5.460000
hwr,5.080000
hws,7.730000
hux,8.490000
huz,6.650000
hvm,5.640000
hvb,7.270000
hve,8.890000
hvg,5.390000
hvd,5.260000
hvf,9.180000
hvi,8.470000
hvk,6.590000
hvt,7.660000
hvv,8.990000
htx,5.230000
hug,9.840000
hto,7.430000
hts,9.700000
htv,9.310000
htw,6.020000
hud,9.960000
hue,8.640000
hui,9.860000
huj,9.550000
huk,7.850000
hun,6.870000
hsj,7.130000
hsk,7.350000
hsl,5.210000
hsw,9.530000
htf,5.390000
hsn,6.260000
hsp,6.680000
hta,5.410000
hth,6.090000
htj,6.830000
hsv,8.460000
htl,6.150000
hrg,6.410000
hri,5.060000
hrp,7.350000
hru,8.400000
hrf,9.250000
hrh,6.490000
hro,8.250000
hrr,7.740000
hrs,7.570000
hrv,9.360000
hry,5.600000
hrz,9.450000
hsf,5.260000
hsa,9.670000
hpz,7.450000
hqa,8.200000
hqb,8.620000
hqo,7.230000
hqc,8.400000
hqe,9.220000
hqp,7.670000
hqf,6.260000
hqi,6.200000
hql,6.650000
hqr,8.410000
hqs,6.350000
hqv,7.290000
hra,8.780000
hoz,8.120000
hpn,6.750000
hpp,9.020000
hpt,5.240000
hpv,5.550000
hpw,8.930000
hov,5.900000
hoy,9.490000
hpe,5.640000
hpf,9.880000
hph,6.930000
hpj,9.280000
hpm,9.210000
hpq,9.880000
hpr,9.940000
hpu,6.730000
hpx,7.640000
hpy,6.690000
hnq,8.650000
hoe,6.220000
hon,5.530000
hnr,9.040000
hnt,9.290000
hnu,7.730000
hod,7.350000
hoj,9.990000
hot,5.810000
hof,8.100000
hog,8.350000
hoi,9.980000
hoo,6.260000
hop,7.400000
hml,5.070000
hmq,8.880000
hnc,6.250000
hnn,8.620000
hmy,8.970000
hmz,7.930000
hnb,6.370000
hnd,9.490000
hng,8.100000
hnj,7.260000
hnk,8.640000
hno,9.760000
hlr,5.280000
hmd,5.230000
hlf,8.970000
hlj,7.720000
hlk,9.550000
hln,7.340000
hlo,5.890000
hlq,7.650000
hls,7.430000
hlt,7.110000
hlu,9.070000
hlv,8.390000
hly,7.140000
hlz,9.590000
hmf,8.940000
hke,5.660000
hkx,9.930000
hka,7.000000
hkf,7.450000
hkj,7.810000
hkm,6.520000
hko,6.430000
hkp,9.600000
hku,9.430000
hlc,7.800000
hle,8.380000
hja,9.260000
hjb,9.080000
hjt,6.600000
hiv,9.250000
hiw,9.530000
hiy,6.070000
hjd,5.830000
hjh,9.360000
hjj,9.160000
hiz,6.780000
hje,9.180000
hjm,9.130000
hjq,9.220000
hjv,6.340000
hjx,7.140000
hhq,7.100000
hhr,9.920000
hhs,6.460000
hig,9.140000
hik,5.820000
hhu,5.290000
hhw,9.410000
him,6.880000
his,5.130000
hic,6.010000
hie,7.230000
hih,6.790000
hii,7.660000
hij,6.380000
hin,5.800000
hir,6.120000
hgo,5.230000
hhc,6.620000
hgp,8.550000
hhi,7.250000
hgv,9.140000
hgw,7.140000
hhd,9.010000
hho,9.410000
hhg,7.990000
hhk,8.160000
hhl,6.790000
hfm,7.640000
hdj,8.490000
hgc,7.500000
hgi,9.230000
hgj,8.510000
hfi,8.930000
hgk,5.870000
hfn,8.750000
hfo,6.610000
hft,9.520000
hfu,7.310000
hfw,7.270000
hfy,9.030000
hgf,6.350000
hec,5.580000
hef,8.210000
hei,5.980000
hen,9.030000
hfb,9.100000
heb,8.760000
heq,7.140000
hex,9.830000
hfd,5.050000
hdc,6.270000
hdp,9.770000
hdt,8.380000
hdv,6.110000
hdx,6.330000
hcx,5.690000
hdb,5.290000
hdf,9.380000
hdz,8.500000
hdk,9.360000
hds,6.920000
hdu,6.960000
hbr,7.410000
hbs,9.950000
hby,5.800000
hcc,6.800000
hcd,6.020000
hcr,7.080000
hce,8.460000
hcg,6.150000
hcm,6.470000
hcs,8.420000
hcj,5.710000
hck,7.600000
hcn,5.370000
hco,9.250000
hcu,9.900000
hbn,6.680000
han,5.370000
has,9.440000
hau,7.400000
hav,5.440000
hax,6.560000
hay,7.380000
hbi,6.750000
haq,5.640000
haw,8.470000
hbg,8.330000
gzh,6.250000
gzk,5.270000
gzm,7.850000
gzs,7.680000
gzz,7.110000
gzt,8.900000
gzw,6.500000
gzx,8.790000
gzy,7.610000
haa,9.420000
had,8.230000
hag,7.160000
hak,5.000000
gyc,6.270000
gyd,7.500000
gym,8.890000
gyp,8.530000
gys,5.520000
gyw,7.240000
gye,9.340000
gyg,5.160000
gyi,5.280000
gyj,8.740000
gyo,8.590000
gyz,8.410000
gza,7.260000
gyl,8.610000
gzb,6.060000
gxc,6.990000
gxj,8.080000
gxl,7.350000
gxp,8.980000
gxr,8.900000
gxd,9.030000
gxx,9.440000
gxz,6.570000
gxf,5.680000
gxk,9.410000
gxn,9.380000
gxs,6.710000
gxu,9.450000
gvy,6.270000
gvz,9.240000
gwb,6.170000
gwc,9.940000
gwd,8.190000
gwe,5.490000
gwh,6.570000
gtz,8.350000
gwq,8.380000
gws,9.990000
gww,6.550000
gwg,8.060000
gwm,7.170000
gwt,5.860000
gun,8.490000
gur,5.540000
guw,9.960000
gvc,8.280000
gvh,6.210000
gvl,8.990000
guv,5.910000
gvn,6.460000
gvp,7.750000
grq,8.640000
gua,7.040000
gue,7.570000
gum,5.990000
gtj,5.830000
gtk,7.670000
gtm,5.850000
guc,6.760000
gts,8.190000
gtx,9.990000
gud,9.730000
gug,5.780000
guk,9.990000
gse,8.980000
gsf,6.400000
gsg,7.390000
gsj,6.710000
gsq,7.580000
gsu,5.000000
gtb,5.310000
gtc,8.410000
gsh,7.880000
gsr,7.010000
gss,5.410000
gsv,6.860000
gsx,5.720000
gtf,7.560000
gra,9.650000
grd,9.500000
grf,5.940000
gre,6.130000
gri,5.040000
grl,7.520000
grn,7.360000
gph,8.730000
grt,8.830000
gru,9.490000
gpt,7.590000
gpv,8.960000
gql,8.820000
gqx,5.880000
gqc,6.430000
gqo,9.860000
gqr,5.050000
gqs,8.580000
gqt,8.530000
gov,9.240000
goz,9.030000
gpa,6.840000
gpe,8.520000
gmy,8.550000
gpj,5.970000
gpk,9.530000
gpn,5.040000
gnt,9.760000
gnz,5.460000
goe,5.320000
gok,9.890000
gnj,5.110000
gnl,6.420000
gns,6.280000
gno,5.650000
goc,8.760000
goi,9.820000
gmh,6.500000
gmj,7.150000
gnc,7.700000
gmk,6.370000
gmr,8.990000
gms,6.290000
gmu,7.070000
gmz,5.910000
gna,8.180000
gnf,7.410000
gnh,5.700000
gkz,7.440000
glc,8.910000
glh,5.410000
gln,5.730000
glw,5.810000
gly,6.470000
gma,6.060000
gll,7.080000
glp,6.990000
glr,7.030000
glu,6.200000
glx,5.880000
gmc,7.810000
gku,6.320000
gju,6.570000
gkc,5.800000
gkf,5.830000
gks,7.180000
gjw,6.640000
gjx,7.550000
gkg,6.090000
gkj,9.860000
gkl,9.750000
gkr,9.290000
gkw,9.950000
gky,9.460000
gis,6.030000
gjn,8.290000
gjq,7.930000
gjs,6.760000
giw,6.800000
giz,7.750000
gjf,5.660000
gjk,6.530000
gjo,9.650000
gjp,8.500000
gjt,9.420000
ghk,9.520000
ghl,9.300000
ghv,7.810000
ghw,8.420000
gic,9.790000
gii,9.750000
gin,9.860000
gia,9.910000
ggf,7.690000
ggm,6.360000
ggp,7.540000
ggu,5.280000
ghb,8.930000
ggj,8.230000
ggk,6.840000
ggl,5.390000
ggw,8.680000
ggy,7.410000
ghc,6.170000
ghe,8.030000
gfc,8.700000
gfo,7.930000
gfs,7.670000
gdo,8.750000
gfz,8.440000
gge,8.430000
gfh,5.110000
gfk,5.270000
gfl,6.690000
gfp,7.340000
gfq,7.460000
gfr,9.860000
gfu,7.490000
gga,5.770000
gee,6.230000
gei,7.340000
geo,6.180000
gdw,8.390000
gdy,6.310000
gdz,5.320000
gea,9.720000
gep,8.910000
gef,5.470000
geh,5.920000
gen,8.940000
gej,7.940000
gek,7.530000
geq,6.960000
ger,7.480000
get,9.310000
geu,6.370000
gev,9.940000
gde,6.190000
gdr,9.080000
gcq,7.450000
gcw,7.070000
gcy,9.880000
gds,6.370000
gcz,6.940000
gdg,9.020000
gdm,7.640000
gdh,9.210000
gdi,8.930000
gbm,6.560000
gcf,8.110000
gbn,9.550000
gch,9.680000
gco,6.420000
gbr,9.130000
gbz,8.020000
gcj,6.370000
gcn,6.650000
gar,7.510000
gba,6.040000
gbb,5.480000
gbe,7.620000
gai,7.090000
gaw,5.200000
gan,8.400000
gao,5.080000
gas,5.590000
fyw,9.920000
gbg,5.600000
gbh,7.710000
gbi,8.180000
gbk,7.920000
fzm,6.100000
fzy,8.400000
gaa,9.610000
gab,7.550000
fzc,7.210000
fzf,5.180000
fzg,7.690000
fzj,7.090000
fzk,5.680000
fzl,5.730000
fzs,6.450000
fzv,5.810000
fzw,8.160000
gaf,8.620000
fxw,9.320000
fxz,9.890000
fyh,5.960000
fys,8.090000
fxy,7.420000
fya,7.650000
fyb,5.530000
fyf,9.090000
fyg,7.430000
fyi,8.630000
fyl,5.040000
fyx,9.870000
fyy,9.290000
fza,5.810000
fwr,8.930000
fwu,7.190000
fwv,7.760000
fww,9.160000
fxb,9.170000
fxd,8.040000
fxl,6.900000
fxo,7.730000
fxc,8.950000
fxi,7.610000
fxj,9.010000
fxn,9.080000
fxt,5.670000
fvo,7.680000
fwf,6.200000
fwh,7.680000
fwi,5.460000
fue,8.460000
fvr,9.340000
fvs,9.580000
fwb,5.830000
fwd,5.910000
fwj,8.260000
fwk,7.610000
fwm,5.070000
fwp,8.950000
fum,9.120000
fuo,7.390000
fuv,6.990000
fvb,5.450000
fve,9.550000
fvf,8.920000
fvl,5.220000
fui,8.980000
fuu,8.710000
fuw,7.860000
fvc,8.910000
fvk,9.840000
ftg,7.270000
fth,7.750000
ftn,5.140000
ftp,7.940000
fub,9.020000
fuc,6.530000
ftc,8.300000
ftf,8.290000
ftk,5.620000
ftl,7.630000
fua,9.600000
fud,8.890000
ftq,7.970000
ftr,7.940000
ftx,6.650000
ftz,8.230000
frz,9.600000
fsa,5.650000
fsf,8.200000
fsv,8.060000
fta,5.490000
fsc,7.660000
fsd,8.070000
fse,6.130000
fsk,7.160000
fss,8.250000
fsy,7.900000
fsz,6.520000
fqs,7.990000
frl,6.630000
fqv,7.520000
fra,5.330000
frc,9.930000
frs,8.680000
fpm,8.560000
frw,7.090000
frd,5.410000
frp,7.170000
fpn,8.680000
fps,7.730000
fqa,6.700000
fqf,6.120000
fqk,7.810000
fqn,5.710000
fpr,8.990000
fpt,9.740000
fqc,6.320000
fqp,9.020000
fpv,9.400000
fqg,6.230000
fqh,6.330000
fqm,8.110000
for,9.200000
fos,7.510000
fow,5.080000
fol,7.410000
fon,6.970000
foz,6.790000
fpb,5.950000
fpg,9.170000
fpc,8.030000
fph,5.850000
fnd,9.060000
fne,8.710000
fnr,8.620000
fnx,9.790000
fob,8.610000
fog,8.820000
fnm,9.830000
fnp,6.120000
fnw,8.480000
fny,9.190000
foh,8.000000
fmz,7.450000
fna,5.400000
fnb,7.370000
flz,6.680000
fmb,5.540000
fmd,7.210000
fmk,7.440000
fmu,7.440000
flq,5.340000
flt,7.290000
fkv,8.900000
flm,5.210000
fky,7.860000
fle,6.570000
flv,6.420000
fjs,9.740000
fjo,7.280000
fjt,7.180000
fjy,6.390000
fkb,8.900000
fki,7.210000
fkq,8.230000
fkr,8.780000
fio,7.370000
fip,9.850000
fit,6.680000
fix,5.500000
fja,6.830000
fiw,6.240000
fjd,8.670000
fje,7.930000
fjf,6.820000
fji,5.990000
fjj,6.410000
fjl,6.630000
fjn,5.830000
fhe,9.300000
fhf,9.550000
fhg,6.750000
fhk,9.020000
fhl,7.820000
fhs,8.860000
fhr,6.250000
fhu,5.040000
fhw,7.820000
fhz,9.180000
ffz,5.350000
fgb,7.470000
fdt,8.430000
fge,7.320000
fgl,6.310000
fgm,5.240000
fgf,8.100000
fgh,7.630000
fgj,5.960000
fgn,9.170000
fgq,7.430000
fgv,9.040000
fgr,8.040000
fgu,8.590000
fgw,8.340000
fgx,5.410000
ffl,9.440000
ffu,7.370000
ffw,7.490000
few,8.600000
fez,6.360000
ffc,9.230000
ffe,6.120000
ffm,7.230000
ffh,6.180000
ffk,5.040000
ffn,9.130000
ffp,5.920000
ffq,9.320000
ffx,7.820000
fdr,5.490000
fds,8.080000
fdu,5.170000
fdv,8.500000
fdy,9.190000
fdz,7.970000
feb,5.820000
fed,8.180000
fei,9.570000
fek,5.470000
fen,9.790000
feo,9.560000
fet,5.450000
fcm,5.010000
fcn,9.820000
fco,7.110000
fcs,5.500000
fdm,7.140000
fcp,7.870000
fcu,7.150000
fda,6.980000
fdb,9.970000
fbg,6.190000
fbn,5.740000
fbx,6.030000
fca,7.090000
fcd,7.260000
fcg,5.910000
fci,6.720000
fbi,8.850000
fbp,8.420000
fbs,8.510000
fbt,5.090000
fbv,6.760000
fbw,5.750000
fby,6.530000
fbz,8.960000
fcc,6.640000
faa,5.790000
fab,7.070000
fad,8.840000
fal,9.840000
far,9.430000
faw,5.220000
fac,7.080000
fah,6.990000
faz,6.600000
fbc,5.110000
fbd,8.080000
eyw,7.080000
eyz,9.700000
ezi,6.960000
ezn,9.460000
eza,7.820000
ezc,5.060000
ezd,5.210000
ezp,8.930000
ezg,8.810000
ezh,6.150000
ezm,9.190000
ezr,8.680000
ezv,6.670000
ezs,8.000000
ezu,8.360000
exz,6.370000
eyp,5.300000
ext,9.890000
exy,9.840000
eyd,7.710000
eyi,8.340000
eyk,7.530000
eyl,6.270000
eym,5.600000
eyq,9.090000
exv,6.140000
eyu,9.350000
exw,5.430000
eya,7.890000
eyb,5.630000
eyo,6.990000
eyt,9.080000
ewn,8.250000
ewo,6.650000
exp,5.900000
ewl,8.850000
ewm,5.140000
ewr,9.550000
exm,8.750000
euj,9.460000
eww,6.490000
ewx,9.610000
exe,8.450000
exf,6.960000
exi,8.780000
ewy,8.980000
exc,7.970000
exh,6.780000
exo,7.490000
evo,5.260000
evq,8.230000
evr,9.770000
evv,5.000000
ewa,6.480000
ewf,9.250000
evj,7.340000
evz,8.480000
ewe,6.340000
evt,5.040000
ewb,8.580000
ewd,8.570000
ewi,7.950000
eue,8.160000
euf,8.190000
euz,8.870000
euc,9.320000
eva,7.740000
eug,7.910000
eul,5.520000
eus,5.990000
euu,6.860000
euy,9.440000
evc,7.820000
eve,5.690000
evf,9.500000
esz,7.480000
etl,5.450000
etm,8.590000
etz,9.710000
eta,9.670000
etb,7.720000
etg,7.920000
ett,6.650000
etc,7.090000
eti,8.060000
etn,5.650000
ety,5.840000
esn,5.280000
esr,8.550000
eru,5.000000
erv,8.250000
esc,9.100000
ese,6.680000
esf,5.760000
esg,7.680000
esh,5.070000
esm,6.340000
eso,7.780000
ess,5.010000
est,9.510000
esu,6.950000
eqo,5.150000
eqq,8.390000
eqr,9.200000
eqv,5.600000
erk,8.230000
ern,7.780000
eqw,7.070000
eqy,6.190000
ere,9.610000
erf,6.700000
erg,5.530000
erh,5.310000
eri,5.500000
erj,5.190000
erm,5.470000
epi,7.470000
epj,5.220000
epo,7.130000
eqj,9.520000
eql,9.680000
epm,9.650000
epn,5.520000
epq,5.680000
eni,9.630000
ept,9.710000
epy,9.250000
epz,5.130000
eqg,5.240000
eoc,8.430000
eoe,6.560000
eog,7.280000
eoh,8.860000
eor,5.210000
eov,9.600000
eoz,9.310000
epa,9.540000
epf,5.880000
epg,7.590000
eoi,9.590000
eol,5.290000
eom,9.500000
eos,6.950000
eow,9.990000
enb,7.200000
enj,6.840000
enk,8.860000
enl,6.100000
enp,9.330000
ens,7.400000
enu,6.240000
eoa,8.310000
enm,5.870000
enq,10.000000
env,7.680000
eny,7.920000
enz,6.960000
eob,5.810000
els,9.630000
emd,9.780000
emf,6.010000
emk,6.740000
emn,9.860000
emo,5.210000
emv,5.990000
elt,8.530000
emi,8.940000
elu,7.530000
elz,9.980000
ema,7.910000
eml,5.180000
emp,5.930000
emq,8.540000
eks,8.370000
eky,6.060000
eiq,8.360000
ele,6.590000
ekv,5.450000
ekw,5.780000
elh,9.570000
elr,8.910000
ejl,9.930000
ejn,6.830000
eju,8.470000
ejx,7.330000
ejy,5.690000
ekc,9.080000
ekg,9.780000
eki,7.250000
ekj,5.040000
ejr,9.590000
ejt,7.040000
ejv,6.430000
ekb,8.730000
eke,8.820000
ekm,8.450000
eid,9.440000
eih,7.500000
ein,9.740000
eip,8.510000
eiu,7.230000
ejb,6.120000
eie,5.020000
eig,5.510000
eiw,5.040000
eiz,6.850000
ejc,6.770000
eje,5.190000
ehb,5.550000
ehh,7.420000
eho,8.760000
ehq,7.150000
ehy,7.080000
ehc,8.680000
ehj,7.480000
ehk,9.550000
ehm,9.560000
ehz,8.600000
eia,8.110000
eft,5.860000
efv,9.570000
efz,6.620000
ega,7.270000
egd,6.510000
egf,6.320000
edy,8.580000
egl,8.530000
egn,9.200000
egt,8.830000
egv,9.180000
egw,5.470000
egx,5.120000
efu,8.880000
egc,5.050000
egg,8.560000
egj,5.390000
egq,9.470000
egu,6.230000
eex,7.470000
efp,8.100000
efs,7.040000
eeo,8.010000
ees,8.340000
eet,9.510000
eeu,5.840000
eew,7.280000
eey,8.410000
eez,6.500000
efd,9.600000
efi,6.580000
efl,7.690000
efq,9.260000
edk,8.770000
edn,7.590000
edw,8.810000
eds,5.870000
edt,9.370000
edu,8.040000
edv,7.040000
edz,5.490000
eeg,5.050000
eeb,6.790000
eec,8.080000
eel,9.810000
eed,7.400000
eem,8.030000
ecp,8.900000
ecz,8.810000
ecf,9.750000
ecg,6.890000
ecl,9.380000
ecm,7.360000
eco,8.090000
ecw,5.750000
edd,6.380000
ede,5.080000
edf,6.380000
ebf,6.110000
ebm,8.890000
eca,7.210000
ebb,8.710000
ebi,7.690000
ebj,9.060000
ebl,8.330000
dzg,9.180000
ecb,6.750000
ecc,8.980000
dzz,6.220000
eaf,8.590000
eao,7.250000
eap,5.960000
eaq,8.040000
dzv,6.060000
eaa,6.810000
ead,8.800000
eai,5.270000
eal,6.080000
ear,5.260000
eas,5.360000
eat,7.470000
eav,9.510000
eax,6.080000
dyq,5.710000
dyr,6.280000
dze,6.020000
dzh,6.140000
dzi,7.050000
dyt,7.120000
dyu,5.610000
dyv,6.840000
dyx,6.960000
dza,9.730000
dzo,6.370000
dzt,9.090000
dzd,8.460000
dzn,6.420000
dxz,9.020000
dyc,9.740000
dyn,5.830000
dxk,8.800000
dxm,9.760000
dxn,5.140000
dxo,5.640000
dxx,5.730000
dya,6.710000
dye,7.550000
dyg,8.240000
dyh,8.290000
dyj,9.150000
dyk,9.780000
dyl,6.680000
dym,9.270000
dww,7.010000
dwj,7.440000
duo,8.440000
dwy,8.390000
dxg,6.430000
dwl,9.660000
dwu,9.960000
dwz,8.530000
dwo,9.550000
dwq,5.860000
dwr,9.290000
dxe,9.540000
dxf,8.910000
dwt,6.000000
dxb,6.250000
dxd,5.940000
dvm,7.470000
dvr,9.720000
dvw,5.190000
dwc,9.710000
dwd,9.450000
dvg,7.240000
dvj,5.060000
dvk,6.270000
dvl,5.090000
dvn,5.180000
dvu,5.160000
dvy,9.360000
duc,9.490000
duf,9.660000
dul,8.550000
dtx,7.570000
dtz,7.270000
dub,7.870000
duj,6.190000
dus,9.500000
duv,8.840000
duw,8.820000
duz,7.150000
dsq,9.740000
dss,6.060000
dsu,7.490000
dsw,6.500000
dsx,9.810000
dsy,5.580000
dtb,9.240000
dte,9.090000
dtp,9.710000
dtq,7.590000
drs,9.540000
drn,7.070000
drq,9.370000
dsh,6.410000
drw,8.170000
dry,6.990000
dsd,5.960000
dsc,8.530000
dpw,9.830000
dsg,6.310000
dsi,7.910000
dqo,9.950000
dqt,5.170000
dqy,7.990000
dqz,6.160000
dra,6.370000
drc,7.680000
drd,5.320000
drf,5.960000
drg,9.620000
dri,7.770000
drk,7.400000
dqg,7.440000
dqi,7.150000
dqj,8.450000
dqq,5.310000
dql,9.080000
dqn,9.970000
dqp,9.820000
dqx,5.280000
dre,6.660000
drh,9.270000
dpn,9.700000
dpt,9.850000
dpu,8.710000
dpe,9.270000
dpg,6.170000
dph,8.310000
dpj,8.150000
dpr,5.940000
dpz,9.290000
dnx,9.780000
doa,9.230000
dok,8.400000
dot,8.340000
dov,9.140000
dow,8.600000
dob,5.760000
doc,9.940000
doj,6.310000
dop,8.400000
dor,8.370000
dou,8.530000
doy,9.960000
doz,8.580000
dpa,6.610000
dmt,7.790000
dmu,7.150000
dmv,9.380000
dmx,8.550000
dnb,5.140000
dnd,6.540000
dnh,7.540000
dnk,8.380000
dno,7.290000
dmw,5.720000
dnf,7.530000
dnj,7.810000
dle,9.920000
dnt,6.530000
dlz,5.670000
dmj,6.430000
dml,9.140000
dlm,6.160000
dlv,5.310000
dmb,8.960000
dme,7.030000
dmf,7.410000
dmg,9.800000
dmi,9.810000
dmk,8.640000
dmm,8.880000
dla,9.810000
dlg,5.000000
dkh,5.490000
dki,6.520000
dkw,9.440000
dld,5.260000
dkk,8.790000
dko,8.360000
dlc,6.410000
dkp,5.150000
dkq,6.550000
dkt,6.870000
dku,8.500000
dkx,7.930000
dkz,5.770000
div,9.530000
dlh,5.100000
dll,6.080000
dji,6.520000
djd,9.620000
djh,8.000000
dka,8.560000
dkb,8.980000
djv,9.120000
dkf,5.340000
dke,5.190000
dic,5.770000
dig,9.800000
dhx,7.940000
dia,6.480000
did,6.970000
din,8.460000
djb,5.350000
diq,9.090000
dgy,8.700000
dhb,5.330000
dhf,6.140000
dgs,8.570000
dgt,5.400000
dha,5.240000
dgv,5.310000
dhs,8.360000
dgx,6.700000
dgz,8.050000
dhi,6.420000
dhn,5.800000
dhq,6.040000
dht,7.270000
dfp,5.110000
dfq,5.030000
dfz,6.790000
dgr,5.920000
dft,8.260000
dgc,6.330000
dgg,7.510000
dgl,7.920000
ded,9.580000
dgp,7.610000
dej,9.620000
del,6.710000
deo,9.970000
dep,8.500000
dez,9.950000
dfc,6.910000
dfe,10.000000
dff,6.040000
dfg,7.400000
dfh,9.670000
dei,8.010000
des,8.520000
det,7.200000
dew,8.580000
dde,6.600000
ddg,8.090000
ddw,6.660000
ddx,9.570000
ddq,8.150000
ddt,9.750000
ddv,6.240000
ddy,6.760000
dec,9.170000
dca,8.660000
dci,5.860000
dct,8.080000
dcd,5.970000
dcf,8.650000
dcg,8.470000
dch,6.120000
ddb,6.880000
dcn,9.070000
dco,5.210000
dcp,5.910000
dcw,8.420000
dcz,6.800000
ddc,6.800000
daz,6.090000
dba,5.740000
dbg,6.920000
dbi,5.290000
dbp,9.190000
day,5.170000
dbx,7.520000
czu,9.280000
daa,7.750000
daf,9.800000
dam,6.170000
das,8.840000
czp,7.520000
czv,7.250000
czy,8.920000
dai,5.050000
dao,6.500000
daq,9.500000
cyj,8.410000
cyl,7.260000
cym,5.830000
cyz,8.620000
czm,5.710000
cyo,5.540000
cyq,8.230000
cys,6.090000
cyy,7.970000
czc,6.020000
czh,5.050000
czj,7.550000
czk,6.300000
cxe,6.270000
cxr,8.520000
cxu,5.540000
cxm,9.660000
cxp,9.330000
cyg,5.540000
cvz,6.150000
cwg,7.680000
cwk,6.710000
cwq,8.010000
cww,6.750000
cwy,9.180000
cwd,8.130000
cwe,7.180000
cwl,5.980000
cwz,7.850000
cwo,5.520000
cwx,6.220000
cxa,9.790000
cuw,6.510000
cuy,5.120000
cvd,9.940000
cvf,7.520000
cvg,9.550000
cvn,7.880000
cvp,7.750000
cuu,7.460000
cuz,6.790000
cva,6.120000
cvl,8.660000
cvm,5.470000
cvo,6.920000
cty,7.310000
ctz,6.160000
cuf,9.710000
cug,7.870000
cuh,8.080000
cuj,5.580000
cul,5.600000
cts,7.090000
ctu,9.560000
ctv,8.690000
ctw,7.210000
cue,5.160000
cum,5.050000
cun,8.030000
cuo,9.820000
csv,7.520000
cth,5.440000
cto,7.550000
csn,8.330000
cso,7.870000
csp,8.110000
csr,9.500000
ctj,6.040000
ctl,6.190000
ctn,5.610000
csw,8.450000
csy,6.510000
ctb,7.260000
ctd,9.290000
cte,8.460000
ctg,8.200000
ctk,7.720000
crl,9.320000
crp,8.340000
cse,9.080000
csf,8.780000
crh,6.370000
crk,5.230000
crq,8.160000
crt,7.350000
csa,8.010000
cqm,8.110000
cqq,6.980000
cns,9.200000
cqd,6.950000
cqg,9.030000
cqh,6.400000
cqi,8.650000
cqj,5.030000
cqp,9.780000
cqt,5.750000
cqz,5.690000
crd,6.790000
cpf,6.180000
cph,9.920000
cpi,5.200000
cov,6.190000
cpa,5.580000
cpd,5.400000
cpk,9.580000
cpl,6.090000
cpp,5.900000
cpv,8.110000
cpx,6.570000
cpm,6.060000
cpq,7.690000
cpr,9.290000
cps,6.110000
cpy,5.440000
coo,6.000000
cor,7.350000
cos,5.500000
cot,5.630000
cnt,6.090000
cnv,5.340000
cnw,6.350000
coa,9.870000
coc,5.460000
cod,8.190000
cog,9.320000
col,5.740000
cop,5.860000
cmm,9.670000
cmp,5.960000
cms,5.500000
cmz,8.440000
cna,6.920000
cnd,9.950000
cng,8.940000
cnl,5.020000
cnm,8.940000
cnn,5.440000
clh,5.120000
cli,6.840000
cll,5.310000
clq,6.780000
cln,8.970000
clp,6.990000
clu,9.530000
clv,5.170000
clw,6.670000
cly,6.710000
clz,5.790000
cme,5.970000
cmg,9.330000
cmk,8.450000
ckb,9.360000
ckc,5.990000
cke,7.260000
ckl,5.250000
cld,9.210000
ckd,8.690000
cki,5.910000
cko,5.680000
ckh,6.180000
ckn,7.490000
ckp,6.080000
ckq,9.210000
cks,6.770000
cky,5.420000
cix,6.940000
ciy,8.550000
cjc,8.420000
cjf,5.150000
cjg,9.620000
cjl,9.740000
cjr,6.920000
cjs,5.100000
cka,7.500000
cjq,9.660000
chr,8.770000
cij,8.620000
cik,7.790000
cip,9.510000
ciu,8.130000
chu,9.270000
cic,8.030000
cie,8.860000
cig,9.610000
cih,9.140000
cio,7.500000
cgm,7.680000
cgu,5.810000
cgo,8.140000
cgp,9.400000
cgz,5.720000
chd,7.920000
chg,5.500000
chh,9.870000
chk,5.990000
chl,7.220000
chp,6.580000
chq,6.910000
cfk,5.860000
cfm,8.000000
cfp,5.360000
cft,9.020000
cgb,8.140000
cfs,5.100000
cfx,9.490000
cgj,5.180000
cec,5.470000
ced,8.400000
cen,6.370000
cep,5.610000
cfd,6.510000
cee,7.400000
ceh,7.170000
cff,7.240000
cej,7.210000
cel,8.420000
ceo,6.820000
cez,7.560000
cfb,9.800000
ccx,5.340000
ccy,6.890000
cdg,8.900000
